Nome: NOVA VENECIA
Codigo Estacao: A623
Latitude: -18.69527777
Longitude: -40.39055555
Altitude: 156.02
Situacao: Fechada
Data Inicial: 2010-01-01
Data Final: 2023-05-15
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);
2012-08-14;0;21,4;
2012-08-15;0;21,1;
2012-08-16;0;21,1;
2012-08-17;0;19,5;
2012-08-18;0;20,2;
2012-08-19;19,4;19,6;
2012-08-20;18,8;20,3;
2012-08-21;9,4;19,9;
2012-08-22;5,6;19,9;
2012-08-23;5,4;20,9;
2012-08-24;11;21;
2012-08-25;0;20;
2012-08-26;6,2;20;
2012-08-27;,6;21,6;
2012-08-28;0;22,7;
2012-08-29;,2;null;
2012-08-30;null;22,1;
2012-08-31;0;21,2;
2012-09-01;0;20;
2012-09-02;0;19,8;
2012-09-03;0;21,8;
2012-09-04;1,2;21,3;
2012-09-05;,2;20,1;
2012-09-06;0;20,3;
2012-09-07;2;21,4;
2012-09-08;7;22,4;
2012-09-09;,2;22,7;
2012-09-10;0;23;
2012-09-11;0;23,6;
2012-09-12;0;24,6;
2012-09-13;0;24,8;
2012-09-14;0;22,8;
2012-09-15;0;22,6;
2012-09-16;4,8;21,8;
2012-09-17;2;23;
2012-09-18;0;23,5;
2012-09-19;0;24,3;
2012-09-20;0;23,9;
2012-09-21;0;24,8;
2012-09-22;0;23;
2012-09-23;0;20,5;
2012-09-24;0;21,7;
2012-09-25;,4;21,8;
2012-09-26;1,8;22,2;
2012-09-27;7,4;18,2;
2012-09-28;0;19,6;
2012-09-29;0;19,7;
2012-09-30;0;19,6;
2012-10-01;0;19,9;
2012-10-02;0;21,2;
2012-10-03;0;21,9;
2012-10-04;,6;21,6;
2012-10-05;9,8;21,8;
2012-10-06;2,8;21,8;
2012-10-07;0;21,8;
2012-10-08;6;21,7;
2012-10-09;8,4;21,7;
2012-10-10;2,8;22,5;
2012-10-11;0;23,4;
2012-10-12;0;24;
2012-10-13;4,4;22,8;
2012-10-14;0;21,4;
2012-10-15;,2;20,9;
2012-10-16;0;21,8;
2012-10-17;,2;22,8;
2012-10-18;,6;24;
2012-10-19;0;24;
2012-10-20;,4;24,4;
2012-10-21;0;23,9;
2012-10-22;0;24,3;
2012-10-23;0;25,4;
2012-10-24;0;26,7;
2012-10-25;0;25,9;
2012-10-26;0;24,3;
2012-10-27;0;23,9;
2012-10-28;0;25;
2012-10-29;0;25,6;
2012-10-30;0;26,2;
2012-10-31;0;27,5;
2012-11-01;,4;25,7;
2012-11-02;0;24,1;
2012-11-03;0;24,1;
2012-11-04;22,4;21,7;
2012-11-05;1,2;23,2;
2012-11-06;0;24,1;
2012-11-07;,8;24,5;
2012-11-08;,2;24,2;
2012-11-09;4,6;22,1;
2012-11-10;14,2;22,2;
2012-11-11;7;23,2;
2012-11-12;2,8;25;
2012-11-13;0;26;
2012-11-14;62,4;22;
2012-11-15;,4;21,5;
2012-11-16;1,8;23,1;
2012-11-17;41,4;22,7;
2012-11-18;,2;22,4;
2012-11-19;,4;22,2;
2012-11-20;0;22,7;
2012-11-21;7,6;24,7;
2012-11-22;6;24,8;
2012-11-23;0;25;
2012-11-24;0;26,9;
2012-11-25;0;25;
2012-11-26;13,6;23,4;
2012-11-27;59,2;22,7;
2012-11-28;4,6;25;
2012-11-29;,2;25,9;
2012-11-30;20,4;24,2;
2012-12-01;5,4;24,5;
2012-12-02;1,2;24,5;
2012-12-03;0;24,8;
2012-12-04;,4;25,1;
2012-12-05;,8;24,7;
2012-12-06;,6;25,2;
2012-12-07;0;25,4;
2012-12-08;,2;25,8;
2012-12-09;0;26,3;
2012-12-10;0;26,6;
2012-12-11;0;26,7;
2012-12-12;0;27,3;
2012-12-13;0;26,5;
2012-12-14;0;26,5;
2012-12-15;0;26,4;
2012-12-16;0;26,5;
2012-12-17;0;27,1;
2012-12-18;0;27,6;
2012-12-19;0;26,8;
2012-12-20;0;26,2;
2012-12-21;0;26,7;
2012-12-22;0;26,5;
2012-12-23;0;26,9;
2012-12-24;0;26,6;
2012-12-25;0;27,3;
2012-12-26;0;27,6;
2012-12-27;0;27,3;
2012-12-28;0;26,8;
2012-12-29;1,6;27,6;
2012-12-30;0;26,5;
2012-12-31;0;26;
2013-01-01;5,6;26,1;
2013-01-02;0;26,6;
2013-01-03;0;26,3;
2013-01-04;,2;25,8;
2013-01-05;0;26,1;
2013-01-06;0;26,1;
2013-01-07;0;26,1;
2013-01-08;0;26,5;
2013-01-09;0;26,7;
2013-01-10;0;26,3;
2013-01-11;0;26,5;
2013-01-12;,4;24,6;
2013-01-13;7,2;26,1;
2013-01-14;1,8;26;
2013-01-15;4,6;24,7;
2013-01-16;,2;25,1;
2013-01-17;11;24,3;
2013-01-18;51,6;24,7;
2013-01-19;8;24,9;
2013-01-20;9;25,2;
2013-01-21;26,6;24,1;
2013-01-22;0;24,8;
2013-01-23;0;24,6;
2013-01-24;0;25,1;
2013-01-25;0;26,6;
2013-01-26;6,4;27,6;
2013-01-27;0;25,8;
2013-01-28;37;24,9;
2013-01-29;0;26,5;
2013-01-30;10,4;26;
2013-01-31;0;26,4;
2013-02-01;1;25,8;
2013-02-02;0;26,7;
2013-02-03;0;25,9;
2013-02-04;0;26,8;
2013-02-05;,2;26,3;
2013-02-06;,2;26;
2013-02-07;0;26,1;
2013-02-08;,2;26,3;
2013-02-09;1;26,1;
2013-02-10;0;25,9;
2013-02-11;0;25,4;
2013-02-12;0;25,6;
2013-02-13;0;26,1;
2013-02-14;0;26,3;
2013-02-15;0;26,1;
2013-02-16;0;26,5;
2013-02-17;0;26,1;
2013-02-18;0;26,9;
2013-02-19;,2;26,3;
2013-02-20;,2;25,6;
2013-02-21;0;25,3;
2013-02-22;0;25,5;
2013-02-23;0;25,1;
2013-02-24;,6;25,3;
2013-02-25;,4;25,7;
2013-02-26;0;26,4;
2013-02-27;0;26,7;
2013-02-28;0;25,7;
2013-03-01;0;26,6;
2013-03-02;5,4;26,8;
2013-03-03;0;26,4;
2013-03-04;0;25,8;
2013-03-05;,2;26,4;
2013-03-06;0;27,6;
2013-03-07;0;27,3;
2013-03-08;0;27,3;
2013-03-09;0;26,8;
2013-03-10;0;27,3;
2013-03-11;0;28,7;
2013-03-12;0;28,5;
2013-03-13;30,4;27,8;
2013-03-14;0;25,2;
2013-03-15;4,8;25,7;
2013-03-16;3,4;24,4;
2013-03-17;8,8;25,5;
2013-03-18;0;26;
2013-03-19;9,4;24,5;
2013-03-20;1,6;24,7;
2013-03-21;0;26,2;
2013-03-22;0;26,5;
2013-03-23;0;26,2;
2013-03-24;0;25,8;
2013-03-25;4,4;25,5;
2013-03-26;2;27;
2013-03-27;0;null;
2013-03-28;null;null;
2013-03-29;0;23,7;
2013-03-30;0;23,1;
2013-03-31;3,8;24,4;
2013-04-01;0;25,9;
2013-04-02;1,4;25,9;
2013-04-03;0;23,5;
2013-04-04;11,2;25,1;
2013-04-05;0;25,4;
2013-04-06;0;27;
2013-04-07;2,8;26,4;
2013-04-08;43,4;24,1;
2013-04-09;13,6;23,3;
2013-04-10;4,4;23,1;
2013-04-11;15,4;23,2;
2013-04-12;,8;24,7;
2013-04-13;0;25,5;
2013-04-14;0;25,9;
2013-04-15;0;22,7;
2013-04-16;0;23,6;
2013-04-17;0;24,2;
2013-04-18;0;23,3;
2013-04-19;0;22,6;
2013-04-20;0;23,6;
2013-04-21;0;22,7;
2013-04-22;,4;22,4;
2013-04-23;0;20,2;
2013-04-24;1,6;21,6;
2013-04-25;,4;21,6;
2013-04-26;0;21,2;
2013-04-27;0;22,9;
2013-04-28;,2;22,7;
2013-04-29;0;22,5;
2013-04-30;,2;23,4;
2013-05-01;0;23,7;
2013-05-02;0;23,8;
2013-05-03;0;23,6;
2013-05-04;0;23;
2013-05-05;,2;23,4;
2013-05-06;,2;23,9;
2013-05-07;0;23,1;
2013-05-08;0;23,9;
2013-05-09;0;22,7;
2013-05-10;0;22,1;
2013-05-11;0;21;
2013-05-12;0;22;
2013-05-13;0;23,7;
2013-05-14;0;23,6;
2013-05-15;,2;23,4;
2013-05-16;,6;23,7;
2013-05-17;,2;23,9;
2013-05-18;0;22;
2013-05-19;5;22,1;
2013-05-20;0;22,1;
2013-05-21;0;22,8;
2013-05-22;0;23,5;
2013-05-23;9,8;20,7;
2013-05-24;3,4;19,6;
2013-05-25;11,8;19,4;
2013-05-26;,2;20,7;
2013-05-27;0;19,9;
2013-05-28;0;21,5;
2013-05-29;0;21,9;
2013-05-30;0;24,9;
2013-05-31;0;23,7;
2013-06-01;0;23,4;
2013-06-02;0;22,6;
2013-06-03;0;23,9;
2013-06-04;36,8;20,6;
2013-06-05;5,4;21,7;
2013-06-06;0;21,8;
2013-06-07;,2;22,7;
2013-06-08;0;22,9;
2013-06-09;,2;21,8;
2013-06-10;0;21,6;
2013-06-11;0;21,3;
2013-06-12;,2;22,2;
2013-06-13;0;22;
2013-06-14;0;22,1;
2013-06-15;,2;22,5;
2013-06-16;0;21,6;
2013-06-17;0;22,5;
2013-06-18;,2;22,5;
2013-06-19;0;22,4;
2013-06-20;0;22,7;
2013-06-21;,2;23,2;
2013-06-22;0;23,9;
2013-06-23;0;22,8;
2013-06-24;0;20,9;
2013-06-25;1;21;
2013-06-26;0;21,8;
2013-06-27;0;22,7;
2013-06-28;0;23,2;
2013-06-29;0;22,8;
2013-06-30;,2;23;
2013-07-01;0;23;
2013-07-02;,2;22,9;
2013-07-03;0;20,7;
2013-07-04;0;20,8;
2013-07-05;0;21;
2013-07-06;0;20,6;
2013-07-07;,2;22,1;
2013-07-08;0;23,3;
2013-07-09;7,4;22,3;
2013-07-10;1,4;19,6;
2013-07-11;0;18,6;
2013-07-12;1,2;20;
2013-07-13;1;20,7;
2013-07-14;8;22,2;
2013-07-15;,2;22,7;
2013-07-16;0;22,5;
2013-07-17;0;22,6;
2013-07-18;,2;23,1;
2013-07-19;0;22,3;
2013-07-20;0;23,9;
2013-07-21;0;24,2;
2013-07-22;0;24,2;
2013-07-23;0;24,2;
2013-07-24;6,4;21,8;
2013-07-25;0;22;
2013-07-26;0;21,5;
2013-07-27;0;22;
2013-07-28;0;20,8;
2013-07-29;0;21,4;
2013-07-30;0;20,6;
2013-07-31;0;19,7;
2013-08-01;,2;20;
2013-08-02;,2;20,6;
2013-08-03;0;21,7;
2013-08-04;0;22,7;
2013-08-05;0;22,7;
2013-08-06;0;23;
2013-08-07;,4;20,5;
2013-08-08;3,4;20,7;
2013-08-09;,6;20,6;
2013-08-10;1,8;19,8;
2013-08-11;2,8;22,3;
2013-08-12;0;22,4;
2013-08-13;,2;21,8;
2013-08-14;0;22,5;
2013-08-15;,4;19,3;
2013-08-16;1,2;20,9;
2013-08-17;0;22,2;
2013-08-18;0;20,3;
2013-08-19;6,4;19,5;
2013-08-20;2,2;19,6;
2013-08-21;5;20,6;
2013-08-22;4,6;21,8;
2013-08-23;,2;22,1;
2013-08-24;,2;22;
2013-08-25;,4;21;
2013-08-26;13,2;22,6;
2013-08-27;,2;23,5;
2013-08-28;1;20,4;
2013-08-29;0;20,4;
2013-08-30;0;20,9;
2013-08-31;0;20,4;
2013-09-01;,4;21,7;
2013-09-02;,2;22,3;
2013-09-03;0;22,8;
2013-09-04;0;22,3;
2013-09-05;,2;20,7;
2013-09-06;,2;21,4;
2013-09-07;,2;20,6;
2013-09-08;0;21,4;
2013-09-09;0;22,4;
2013-09-10;0;20,4;
2013-09-11;6,2;19,6;
2013-09-12;23,2;20,1;
2013-09-13;13;20,1;
2013-09-14;8,2;21,5;
2013-09-15;,6;22,8;
2013-09-16;3,6;22,2;
2013-09-17;,8;23,3;
2013-09-18;0;24,5;
2013-09-19;0;24,7;
2013-09-20;0;23,1;
2013-09-21;,6;22,4;
2013-09-22;,2;25,1;
2013-09-23;0;26,1;
2013-09-24;0;24,6;
2013-09-25;0;24,4;
2013-09-26;0;21,3;
2013-09-27;0;21,5;
2013-09-28;0;21,5;
2013-09-29;0;21,9;
2013-09-30;,4;22;
2013-10-01;0;23,2;
2013-10-02;,2;24,5;
2013-10-03;30,4;24,5;
2013-10-04;0;25;
2013-10-05;0;25,3;
2013-10-06;24,8;19,7;
2013-10-07;0;19,4;
2013-10-08;10,2;17,2;
2013-10-09;7,2;17,7;
2013-10-10;,4;20,4;
2013-10-11;0;21;
2013-10-12;2;20,5;
2013-10-13;1;21,2;
2013-10-14;5,6;21,1;
2013-10-15;2,8;22,3;
2013-10-16;0;22,8;
2013-10-17;0;22,8;
2013-10-18;25,2;23;
2013-10-19;,8;22,7;
2013-10-20;4,2;24,2;
2013-10-21;0;24,7;
2013-10-22;0;25,4;
2013-10-23;0;24,8;
2013-10-24;0;24;
2013-10-25;0;24,8;
2013-10-26;1,4;24,1;
2013-10-27;0;24,7;
2013-10-28;0;23,2;
2013-10-29;0;20,9;
2013-10-30;0;21,8;
2013-10-31;1,8;21,1;
2013-11-01;35,4;21,4;
2013-11-02;2;21,2;
2013-11-03;1,8;22,1;
2013-11-04;,2;22,6;
2013-11-05;0;24,4;
2013-11-06;1,2;23,7;
2013-11-07;1,8;22,8;
2013-11-08;0;24,4;
2013-11-09;0;24;
2013-11-10;2,4;25,8;
2013-11-11;null;26,3;
2013-11-12;null;26,3;
2013-11-13;null;24,6;
2013-11-14;null;22,3;
2013-11-15;null;22,3;
2013-11-16;null;24,1;
2013-11-17;null;24,8;
2013-11-18;null;25;
2013-11-19;null;24,6;
2013-11-20;null;24,8;
2013-11-21;null;24,2;
2013-11-22;null;24,9;
2013-11-23;null;25,6;
2013-11-24;null;25,3;
2013-11-25;null;25,6;
2013-11-26;null;22,6;
2013-11-27;null;20,7;
2013-11-28;null;22,7;
2013-11-29;null;24,3;
2013-11-30;null;25,1;
2013-12-01;null;25,5;
2013-12-02;null;25,7;
2013-12-03;null;26,7;
2013-12-04;null;26;
2013-12-05;null;27,2;
2013-12-06;null;25,7;
2013-12-07;null;24,6;
2013-12-08;null;25,7;
2013-12-09;null;26,1;
2013-12-10;null;26,5;
2013-12-11;null;24,4;
2013-12-12;null;23,6;
2013-12-13;null;22,1;
2013-12-14;null;23,4;
2013-12-15;null;25,4;
2013-12-16;null;24;
2013-12-17;null;22,5;
2013-12-18;null;22,4;
2013-12-19;null;23,4;
2013-12-20;null;25,3;
2013-12-21;null;23;
2013-12-22;null;22,6;
2013-12-23;null;24,7;
2013-12-24;null;24,3;
2013-12-25;null;26,5;
2013-12-26;null;25,5;
2013-12-27;null;25,5;
2013-12-28;null;26,4;
2013-12-29;null;25,7;
2013-12-30;null;25,6;
2013-12-31;null;26,3;
2014-01-01;null;26,2;
2014-01-02;null;25,7;
2014-01-03;null;25,5;
2014-01-04;null;26,3;
2014-01-05;null;25,6;
2014-01-06;null;25,4;
2014-01-07;null;24,3;
2014-01-08;null;23,1;
2014-01-09;null;24,1;
2014-01-10;null;24,9;
2014-01-11;null;25;
2014-01-12;null;24,8;
2014-01-13;null;25,6;
2014-01-14;null;25,1;
2014-01-15;null;25,5;
2014-01-16;null;25,5;
2014-01-17;null;25;
2014-01-18;null;25,5;
2014-01-19;null;23,5;
2014-01-20;null;23,2;
2014-01-21;null;25,4;
2014-01-22;null;26,1;
2014-01-23;null;26,1;
2014-01-24;null;25,4;
2014-01-25;null;25,5;
2014-01-26;null;25,9;
2014-01-27;null;26,2;
2014-01-28;null;25,7;
2014-01-29;null;24,8;
2014-01-30;null;24,3;
2014-01-31;null;25,3;
2014-02-01;null;25,6;
2014-02-02;0;26,1;
2014-02-03;0;26,5;
2014-02-04;0;24,9;
2014-02-05;0;25,1;
2014-02-06;0;25,7;
2014-02-07;0;25,7;
2014-02-08;0;24,9;
2014-02-09;0;26;
2014-02-10;0;25,8;
2014-02-11;0;25,6;
2014-02-12;0;24,7;
2014-02-13;,2;25,7;
2014-02-14;0;26,4;
2014-02-15;0;26,6;
2014-02-16;0;26,6;
2014-02-17;0;26,1;
2014-02-18;1;23,9;
2014-02-19;32,8;23,3;
2014-02-20;19,2;23,5;
2014-02-21;0;23;
2014-02-22;10;24,6;
2014-02-23;1,4;24,9;
2014-02-24;6,6;23,8;
2014-02-25;15;24,2;
2014-02-26;1,2;25,2;
2014-02-27;2,8;24,6;
2014-02-28;0;25,7;
2014-03-01;0;26,2;
2014-03-02;0;26;
2014-03-03;0;25,5;
2014-03-04;0;24,8;
2014-03-05;3;25,3;
2014-03-06;0;25,1;
2014-03-07;0;26,2;
2014-03-08;0;26;
2014-03-09;0;25,6;
2014-03-10;0;25,9;
2014-03-11;1;25,8;
2014-03-12;0;25,6;
2014-03-13;6,8;25,2;
2014-03-14;1;24,6;
2014-03-15;12,6;24,6;
2014-03-16;1,6;24,6;
2014-03-17;,6;25,1;
2014-03-18;0;24,7;
2014-03-19;,2;25,5;
2014-03-20;0;25,8;
2014-03-21;0;26,5;
2014-03-22;0;26,6;
2014-03-23;0;25,4;
2014-03-24;3,6;22,5;
2014-03-25;8,6;24,2;
2014-03-26;2,6;23,1;
2014-03-27;23,4;24,3;
2014-03-28;3,6;24,5;
2014-03-29;0;24,6;
2014-03-30;,4;24,9;
2014-03-31;0;25;
2014-04-01;8;24,8;
2014-04-02;,4;25,6;
2014-04-03;0;25,8;
2014-04-04;0;24,5;
2014-04-05;9,6;23,8;
2014-04-06;7,8;24,4;
2014-04-07;0;24,5;
2014-04-08;0;24,7;
2014-04-09;0;24,8;
2014-04-10;0;25,3;
2014-04-11;0;24,9;
2014-04-12;0;24,3;
2014-04-13;,4;25,5;
2014-04-14;0;24,7;
2014-04-15;3,4;25,3;
2014-04-16;0;25;
2014-04-17;0;25,2;
2014-04-18;0;26,2;
2014-04-19;1;26,5;
2014-04-20;0;25,8;
2014-04-21;0;25,7;
2014-04-22;0;24,9;
2014-04-23;0;26;
2014-04-24;0;25,5;
2014-04-25;14,4;22,9;
2014-04-26;,6;23,1;
2014-04-27;0;22,6;
2014-04-28;0;21,9;
2014-04-29;0;20,5;
2014-04-30;0;20,9;
2014-05-01;0;22,7;
2014-05-02;0;21,9;
2014-05-03;0;21,6;
2014-05-04;,2;22,6;
2014-05-05;0;24,2;
2014-05-06;0;23,6;
2014-05-07;0;23,8;
2014-05-08;,2;23,6;
2014-05-09;0;24,3;
2014-05-10;0;23,5;
2014-05-11;0;22,1;
2014-05-12;0;21,2;
2014-05-13;0;21,1;
2014-05-14;0;22,5;
2014-05-15;0;22,7;
2014-05-16;,2;24;
2014-05-17;0;24,1;
2014-05-18;0;23,8;
2014-05-19;0;23,6;
2014-05-20;0;23,1;
2014-05-21;,2;22,8;
2014-05-22;0;23,7;
2014-05-23;0;25,8;
2014-05-24;0;24,6;
2014-05-25;0;22,5;
2014-05-26;5,6;23,3;
2014-05-27;0;24,9;
2014-05-28;1,2;23;
2014-05-29;0;22,1;
2014-05-30;0;21,2;
2014-05-31;0;21,2;
2014-06-01;0;21,3;
2014-06-02;,2;22;
2014-06-03;0;21,9;
2014-06-04;0;22,1;
2014-06-05;0;22,9;
2014-06-06;,2;23,2;
2014-06-07;0;22,4;
2014-06-08;,2;21,5;
2014-06-09;,6;23;
2014-06-10;,2;22,1;
2014-06-11;0;21,9;
2014-06-12;13,2;20,8;
2014-06-13;11;21,2;
2014-06-14;10,2;21,6;
2014-06-15;1,2;21,3;
2014-06-16;0;22,2;
2014-06-17;0;22,1;
2014-06-18;,2;22,2;
2014-06-19;0;21,9;
2014-06-20;0;21,7;
2014-06-21;,4;19,7;
2014-06-22;10,6;20,4;
2014-06-23;0;20;
2014-06-24;0;20,1;
2014-06-25;,2;19,8;
2014-06-26;0;20,9;
2014-06-27;,2;21,6;
2014-06-28;0;22,7;
2014-06-29;2;22,1;
2014-06-30;,8;23,1;
2014-07-01;0;23,3;
2014-07-02;0;23,7;
2014-07-03;,2;23;
2014-07-04;,2;22;
2014-07-05;1,6;21,1;
2014-07-06;3,2;21;
2014-07-07;3;21,2;
2014-07-08;5,8;21,1;
2014-07-09;2,4;20,9;
2014-07-10;0;20,9;
2014-07-11;,2;21,4;
2014-07-12;0;21,9;
2014-07-13;,6;20,8;
2014-07-14;0;19,3;
2014-07-15;0;18,5;
2014-07-16;,4;20,6;
2014-07-17;1,6;20,5;
2014-07-18;0;22,1;
2014-07-19;,2;20,7;
2014-07-20;0;20,1;
2014-07-21;0;20,3;
2014-07-22;,2;19,9;
2014-07-23;0;21,1;
2014-07-24;0;21,9;
2014-07-25;0;22,7;
2014-07-26;,4;22;
2014-07-27;4;21,4;
2014-07-28;1,8;20,9;
2014-07-29;0;21;
2014-07-30;0;19,2;
2014-07-31;,4;18,1;
2014-08-01;2,4;21,1;
2014-08-02;0;20,9;
2014-08-03;0;22,2;
2014-08-04;,2;22,1;
2014-08-05;0;23,3;
2014-08-06;0;20;
2014-08-07;0;20,1;
2014-08-08;0;19,5;
2014-08-09;0;19,6;
2014-08-10;,2;19,8;
2014-08-11;0;20,5;
2014-08-12;0;22,6;
2014-08-13;,2;22,1;
2014-08-14;0;20,9;
2014-08-15;,4;20,2;
2014-08-16;25,2;20,2;
2014-08-17;39,8;20,5;
2014-08-18;3,8;20,8;
2014-08-19;,2;21,5;
2014-08-20;,2;21,7;
2014-08-21;0;21,1;
2014-08-22;,2;21,5;
2014-08-23;,2;21,7;
2014-08-24;0;20,3;
2014-08-25;,2;21,3;
2014-08-26;0;22,3;
2014-08-27;0;22,3;
2014-08-28;0;22,4;
2014-08-29;,2;20,7;
2014-08-30;,2;20,7;
2014-08-31;0;23;
2014-09-01;0;24,2;
2014-09-02;0;24;
2014-09-03;0;23,7;
2014-09-04;0;23,1;
2014-09-05;,4;20,1;
2014-09-06;,6;18,4;
2014-09-07;,2;19,7;
2014-09-08;0;20;
2014-09-09;,8;20,5;
2014-09-10;,2;20,5;
2014-09-11;0;21,8;
2014-09-12;,2;21,7;
2014-09-13;0;22,1;
2014-09-14;,6;21,7;
2014-09-15;0;22,1;
2014-09-16;0;23,1;
2014-09-17;0;23,6;
2014-09-18;0;23,1;
2014-09-19;,2;23,4;
2014-09-20;0;24,6;
2014-09-21;0;25,8;
2014-09-22;16,4;21;
2014-09-23;0;21,2;
2014-09-24;,2;21,1;
2014-09-25;0;22,4;
2014-09-26;0;23,4;
2014-09-27;0;23,7;
2014-09-28;0;24,5;
2014-09-29;0;25,1;
2014-09-30;0;25,8;
2014-10-01;0;24,6;
2014-10-02;0;23,4;
2014-10-03;0;21,3;
2014-10-04;0;19,6;
2014-10-05;0;19,8;
2014-10-06;0;18,2;
2014-10-07;,8;19,2;
2014-10-08;1,8;19,6;
2014-10-09;4,6;20,7;
2014-10-10;,4;22,2;
2014-10-11;0;23,8;
2014-10-12;0;24,3;
2014-10-13;0;25,5;
2014-10-14;0;25,5;
2014-10-15;0;24,6;
2014-10-16;0;24,6;
2014-10-17;0;25,2;
2014-10-18;0;26;
2014-10-19;0;25,9;
2014-10-20;0;25,8;
2014-10-21;0;24,5;
2014-10-22;0;22,2;
2014-10-23;0;22,3;
2014-10-24;0;23;
2014-10-25;0;24,5;
2014-10-26;0;24,8;
2014-10-27;62,2;20,4;
2014-10-28;21;21,3;
2014-10-29;10,4;21,2;
2014-10-30;6,6;22,9;
2014-10-31;8,4;24;
2014-11-01;1,4;24,1;
2014-11-02;1,2;23,2;
2014-11-03;1,6;23,5;
2014-11-04;0;23,9;
2014-11-05;0;25,2;
2014-11-06;0;25,2;
2014-11-07;15;24,1;
2014-11-08;,6;24,2;
2014-11-09;0;25,4;
2014-11-10;25;22,3;
2014-11-11;1,4;24;
2014-11-12;0;24,3;
2014-11-13;0;24,9;
2014-11-14;10,6;24;
2014-11-15;18,6;22,9;
2014-11-16;,8;21,8;
2014-11-17;0;21,8;
2014-11-18;0;21,9;
2014-11-19;0;21,7;
2014-11-20;0;23,1;
2014-11-21;0;24,4;
2014-11-22;0;25,5;
2014-11-23;,8;24,8;
2014-11-24;,2;25;
2014-11-25;,6;25,8;
2014-11-26;,2;25,2;
2014-11-27;0;26;
2014-11-28;0;26,2;
2014-11-29;24,4;23,8;
2014-11-30;0;24,2;
2014-12-01;14;21,1;
2014-12-02;2,6;24,5;
2014-12-03;,2;23,6;
2014-12-04;0;24,3;
2014-12-05;0;25;
2014-12-06;0;25,1;
2014-12-07;,2;23,9;
2014-12-08;10,8;24,2;
2014-12-09;3,2;24,6;
2014-12-10;0;24,7;
2014-12-11;,2;25;
2014-12-12;0;25,6;
2014-12-13;0;26;
2014-12-14;0;24,5;
2014-12-15;37,2;22,6;
2014-12-16;3,6;24,3;
2014-12-17;0;24,2;
2014-12-18;0;24,2;
2014-12-19;,6;25,4;
2014-12-20;0;25,8;
2014-12-21;0;27,1;
2014-12-22;0;26,2;
2014-12-23;0;26,2;
2014-12-24;0;25,8;
2014-12-25;0;26,1;
2014-12-26;,6;25,8;
2014-12-27;1,6;25,2;
2014-12-28;0;25,7;
2014-12-29;0;27;
2014-12-30;0;26,9;
2014-12-31;0;25,8;
2015-01-01;0;26,9;
2015-01-02;0;27,4;
2015-01-03;0;27,1;
2015-01-04;0;26,3;
2015-01-05;0;26,7;
2015-01-06;0;25,9;
2015-01-07;,2;26,1;
2015-01-08;,2;25,2;
2015-01-09;2,8;25,7;
2015-01-10;0;25,9;
2015-01-11;0;26,4;
2015-01-12;0;27,6;
2015-01-13;0;27,3;
2015-01-14;0;26,3;
2015-01-15;0;26,4;
2015-01-16;,6;25,5;
2015-01-17;0;26,1;
2015-01-18;0;26,9;
2015-01-19;0;27,2;
2015-01-20;,2;26,5;
2015-01-21;0;26,8;
2015-01-22;0;26,9;
2015-01-23;1,2;24,8;
2015-01-24;7;26;
2015-01-25;0;26,2;
2015-01-26;0;27,3;
2015-01-27;0;27,2;
2015-01-28;0;27,1;
2015-01-29;0;27,7;
2015-01-30;0;27,8;
2015-01-31;0;27,6;
2015-02-01;0;27,1;
2015-02-02;0;26,8;
2015-02-03;0;26,9;
2015-02-04;0;27,3;
2015-02-05;0;25,6;
2015-02-06;13,2;25;
2015-02-07;71,6;24,7;
2015-02-08;54;24,7;
2015-02-09;,2;26,1;
2015-02-10;0;26,6;
2015-02-11;0;27;
2015-02-12;0;27,3;
2015-02-13;0;27,6;
2015-02-14;0;27,1;
2015-02-15;0;26,2;
2015-02-16;0;26,5;
2015-02-17;0;26,9;
2015-02-18;0;26,8;
2015-02-19;0;26,7;
2015-02-20;0;26,5;
2015-02-21;0;26,4;
2015-02-22;0;26,5;
2015-02-23;,4;24,5;
2015-02-24;10,6;24,2;
2015-02-25;,2;25,7;
2015-02-26;0;26,6;
2015-02-27;0;26,5;
2015-02-28;31,8;25,8;
2015-03-01;30,6;25,6;
2015-03-02;,2;25,7;
2015-03-03;0;25;
2015-03-04;8,6;25,2;
2015-03-05;1,8;25,2;
2015-03-06;0;25,5;
2015-03-07;9,2;26,1;
2015-03-08;0;26;
2015-03-09;0;26,4;
2015-03-10;0;26,4;
2015-03-11;0;26,7;
2015-03-12;0;26,5;
2015-03-13;0;26,7;
2015-03-14;0;27,1;
2015-03-15;0;26,4;
2015-03-16;0;26,5;
2015-03-17;0;24,3;
2015-03-18;15,2;25,3;
2015-03-19;0;25,3;
2015-03-20;8,8;25,4;
2015-03-21;0;25,1;
2015-03-22;1,8;25,4;
2015-03-23;25,2;24,6;
2015-03-24;29,6;25,4;
2015-03-25;0;25,8;
2015-03-26;0;24,9;
2015-03-27;0;25,7;
2015-03-28;,2;25,7;
2015-03-29;0;25,4;
2015-03-30;,2;25,1;
2015-03-31;0;27,1;
2015-04-01;0;26,7;
2015-04-02;0;24,2;
2015-04-03;0;23,8;
2015-04-04;0;24,3;
2015-04-05;0;25,8;
2015-04-06;0;28,1;
