Nome: VENDA NOVA DO IMIGRANTE
Codigo Estacao: A633
Latitude: -20.38555555
Longitude: -41.18999999
Altitude: 722
Situacao: Operante
Data Inicial: 2017-02-09
Data Final: 2025-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);
2022-05-05;0;22;
2022-05-06;3,6;19,3;
2022-05-07;1;18,8;
2022-05-08;,2;19,1;
2022-05-09;1;17,7;
2022-05-10;0;16,1;
2022-05-11;,2;18,2;
2022-05-12;,2;18,4;
2022-05-13;,2;19,6;
2022-05-14;0;19,8;
2022-05-15;1,6;18,8;
2022-05-16;0;20,5;
2022-05-17;0;20,1;
2022-05-18;0;16,1;
2022-05-19;,2;11,4;
2022-05-20;0;12,7;
2022-05-21;0;15;
2022-05-22;,2;14,9;
2022-05-23;0;15;
2022-05-24;,2;14,8;
2022-05-25;,8;16,9;
2022-05-26;,2;15;
2022-05-27;3,8;15,7;
2022-05-28;,2;17,7;
2022-05-29;0;19,5;
2022-05-30;,2;19,6;
2022-05-31;,2;19,2;
2022-06-01;0;19,8;
2022-06-02;,2;18,7;
2022-06-03;0;20,3;
2022-06-04;1,8;16,7;
2022-06-05;,4;15;
2022-06-06;,4;13;
2022-06-07;,2;15,1;
2022-06-08;0;17;
2022-06-09;,2;18,2;
2022-06-10;0;18;
2022-06-11;,6;15,7;
2022-06-12;,2;17,5;
2022-06-13;,6;15,9;
2022-06-14;,2;13;
2022-06-15;0;14,6;
2022-06-16;,2;13,6;
2022-06-17;,2;13,8;
2022-06-18;,2;17;
2022-06-19;0;15,8;
2022-06-20;4,8;17,1;
2022-06-21;,2;16,2;
2022-06-22;,2;16,9;
2022-06-23;,2;16,7;
2022-06-24;,2;16,4;
2022-06-25;,2;17,3;
2022-06-26;0;15,5;
2022-06-27;,6;13,7;
2022-06-28;,2;12,5;
2022-06-29;,2;14,5;
2022-06-30;,2;16,1;
2022-07-01;0;18,3;
2022-07-02;0;16,3;
2022-07-03;,4;15,3;
2022-07-04;0;15,5;
2022-07-05;,4;15,9;
2022-07-06;,2;15,7;
2022-07-07;0;15,3;
2022-07-08;0;18,5;
2022-07-09;0;18,3;
2022-07-10;0;17,5;
2022-07-11;,2;17,1;
2022-07-12;,4;18,6;
2022-07-13;,2;17,9;
2022-07-14;0;17,4;
2022-07-15;,2;17,1;
2022-07-16;,2;16,2;
2022-07-17;,2;16,4;
2022-07-18;,2;16,1;
2022-07-19;,2;16,5;
2022-07-20;0;15,6;
2022-07-21;0;18,4;
2022-07-22;0;18,6;
2022-07-23;,2;17,3;
2022-07-24;0;17,2;
2022-07-25;,2;16,6;
2022-07-26;0;16,8;
2022-07-27;,2;16;
2022-07-28;,2;15,2;
2022-07-29;0;16,7;
2022-07-30;0;16;
2022-07-31;,4;16,2;
2022-08-01;0;17,1;
2022-08-02;0;17,2;
2022-08-03;,2;17,5;
2022-08-04;0;18,5;
2022-08-05;,2;17,8;
2022-08-06;0;17,6;
2022-08-07;0;18,2;
2022-08-08;,2;18,5;
2022-08-09;0;19,5;
2022-08-10;0;20,5;
2022-08-11;0;18;
2022-08-12;,6;15,3;
2022-08-13;0;16,4;
2022-08-14;,2;15;
2022-08-15;0;14,9;
2022-08-16;,2;18,1;
2022-08-17;0;17,2;
2022-08-18;0;18,7;
2022-08-19;,2;17,2;
2022-08-20;1,4;13,2;
2022-08-21;2;13,3;
2022-08-22;0;13,5;
2022-08-23;0;15,7;
2022-08-24;0;17,9;
2022-08-25;2,8;17,2;
2022-08-26;4,8;17,9;
2022-08-27;,2;18,8;
2022-08-28;0;19,8;
2022-08-29;0;15,6;
2022-08-30;3;12,5;
2022-08-31;2,8;12,1;
2022-09-01;1;13,8;
2022-09-02;0;14,3;
2022-09-03;,2;16,8;
2022-09-04;0;15,7;
2022-09-05;,4;14,2;
2022-09-06;,4;15,7;
2022-09-07;0;16,7;
2022-09-08;0;18,7;
2022-09-09;0;18,3;
2022-09-10;,2;19,6;
2022-09-11;0;16,4;
2022-09-12;1,8;17,9;
2022-09-13;0;19,9;
2022-09-14;0;21,1;
2022-09-15;0;19,7;
2022-09-16;,8;17,4;
2022-09-17;12,8;12,8;
2022-09-18;2,4;14,7;
2022-09-19;0;17,8;
2022-09-20;0;17,7;
2022-09-21;0;20,9;
2022-09-22;0;22,4;
2022-09-23;0;22,6;
2022-09-24;1,2;16,3;
2022-09-25;0;17,8;
2022-09-26;0;19,5;
2022-09-27;0;20,6;
2022-09-28;0;20,8;
2022-09-29;24,8;18;
2022-09-30;4,2;16,6;
2022-10-01;2,8;null;
2022-10-02;0;null;
2022-10-03;0;null;
2022-10-04;24,6;null;
2022-10-05;30,8;null;
2022-10-06;,2;null;
2022-10-07;,2;null;
2022-10-08;0;null;
2022-10-09;0;null;
2022-10-10;,2;null;
2022-10-11;0;null;
2022-10-12;,2;null;
2022-10-13;0;null;
2022-10-14;0;null;
2022-10-15;,2;null;
2022-10-16;0;null;
2022-10-17;,2;null;
2022-10-18;0;null;
2022-10-19;0;null;
2022-10-20;0;null;
2022-10-21;0;null;
2022-10-22;,8;null;
2022-10-23;5,6;null;
2022-10-24;2,4;null;
2022-10-25;,8;null;
2022-10-26;,2;null;
2022-10-27;0;null;
2022-10-28;0;null;
2022-10-29;0;null;
2022-10-30;0;23,3;
2022-10-31;1,4;22,5;
2022-11-01;,4;null;
2022-11-02;7,8;null;
2022-11-03;34;null;
2022-11-04;17,8;null;
2022-11-05;0;null;
2022-11-06;0;null;
2022-11-07;0;null;
2022-11-08;0;null;
2022-11-09;8;null;
2022-11-10;3,4;null;
2022-11-11;0;null;
2022-11-12;20;null;
2022-11-13;0;null;
2022-11-14;0;null;
2022-11-15;14,4;null;
2022-11-16;10,6;null;
2022-11-17;2,4;null;
2022-11-18;0;null;
2022-11-19;0;null;
2022-11-20;0;null;
2022-11-21;0;null;
2022-11-22;1,8;null;
2022-11-23;2,6;null;
2022-11-24;3,4;null;
2022-11-25;27,6;null;
2022-11-26;3;19,8;
2022-11-27;1,4;null;
2022-11-28;2,6;null;
2022-11-29;2;null;
2022-11-30;4,4;null;
2022-12-01;7,4;null;
2022-12-02;3,2;null;
2022-12-03;12,2;null;
2022-12-04;,6;null;
2022-12-05;,6;null;
2022-12-06;0;null;
2022-12-07;4,2;null;
2022-12-08;12,6;null;
2022-12-09;0;null;
2022-12-10;15;null;
2022-12-11;9,4;null;
2022-12-12;2;null;
2022-12-13;19,2;null;
2022-12-14;21,2;null;
2022-12-15;,2;null;
2022-12-16;0;null;
2022-12-17;,2;null;
2022-12-18;87,2;null;
2022-12-19;,2;null;
2022-12-20;52,2;21,2;
2022-12-21;27,2;null;
2022-12-22;2,6;null;
2022-12-23;3,2;null;
2022-12-24;,8;null;
2022-12-25;31,6;null;
2022-12-26;5,6;null;
2022-12-27;3,4;null;
2022-12-28;0;null;
2022-12-29;0;null;
2022-12-30;0;null;
2022-12-31;0;null;
2023-01-01;,2;21,6;
2023-01-02;7,6;21,1;
2023-01-03;6;21,9;
2023-01-04;0;23,1;
2023-01-05;0;23,3;
2023-01-06;,6;22,3;
2023-01-07;98,8;20,7;
2023-01-08;40,8;20,9;
2023-01-09;6,8;22,1;
2023-01-10;3;21,5;
2023-01-11;0;22,8;
2023-01-12;,2;21,9;
2023-01-13;4,2;22,9;
2023-01-14;,2;23,8;
2023-01-15;0;24,1;
2023-01-16;0;24;
2023-01-17;0;22,2;
2023-01-18;18,6;22,3;
2023-01-19;0;20,9;
2023-01-20;38,2;21;
2023-01-21;16;20,1;
2023-01-22;17,6;22,3;
2023-01-23;18,8;23,1;
2023-01-24;7,2;22,4;
2023-01-25;26;21,1;
2023-01-26;10,8;20,5;
2023-01-27;23,2;21,8;
2023-01-28;14,8;22,9;
2023-01-29;,2;23,2;
2023-01-30;0;22,8;
2023-01-31;0;22,5;
2023-02-01;0;22,3;
2023-02-02;,2;22,5;
2023-02-03;0;22,2;
2023-02-04;,2;22,7;
2023-02-05;,2;23,8;
2023-02-06;3,2;22,6;
2023-02-07;7,8;22,5;
2023-02-08;,2;23,1;
2023-02-09;25,6;21,7;
2023-02-10;,2;22,4;
2023-02-11;,2;23,2;
2023-02-12;0;23,6;
2023-02-13;0;23,8;
2023-02-14;0;23;
2023-02-15;0;23,8;
2023-02-16;0;22,8;
2023-02-17;0;23,8;
2023-02-18;6,6;23,6;
2023-02-19;0;23,2;
2023-02-20;1;21,7;
2023-02-21;,8;22,5;
2023-02-22;0;22,6;
2023-02-23;0;23,2;
2023-02-24;0;22,7;
2023-02-25;0;22,5;
2023-02-26;,2;23,2;
2023-02-27;0;22,7;
2023-02-28;,2;23,1;
2023-03-01;0;23,4;
2023-03-02;0;23,5;
2023-03-03;0;23,1;
2023-03-04;0;23,4;
2023-03-05;0;21,8;
2023-03-06;,2;22,9;
2023-03-07;0;22,8;
2023-03-08;0;22,9;
2023-03-09;0;22,4;
2023-03-10;91;22,8;
2023-03-11;0;22,5;
2023-03-12;0;22,9;
2023-03-13;0;21,2;
2023-03-14;28,8;21,1;
2023-03-15;,2;20,6;
2023-03-16;3,8;20,1;
2023-03-17;5,2;19,5;
2023-03-18;8,6;21,5;
2023-03-19;6,8;21,6;
2023-03-20;0;22,5;
2023-03-21;,2;22,4;
2023-03-22;0;22,7;
2023-03-23;0;21,9;
2023-03-24;1,6;21,9;
2023-03-25;,2;22,3;
2023-03-26;0;23,1;
2023-03-27;,2;22,6;
2023-03-28;3,2;21,5;
2023-03-29;1,4;22,5;
2023-03-30;,4;21,8;
2023-03-31;0;20,9;
2023-04-01;0;21,9;
2023-04-02;0;21,2;
2023-04-03;0;20;
2023-04-04;0;20,2;
2023-04-05;0;20,7;
2023-04-06;0;21;
2023-04-07;33;21,8;
2023-04-08;0;22,4;
2023-04-09;7,8;20,3;
2023-04-10;8,4;18,7;
2023-04-11;,2;18,7;
2023-04-12;,2;20,1;
2023-04-13;0;22,3;
2023-04-14;,2;22,9;
2023-04-15;42;22;
2023-04-16;2,8;20,2;
2023-04-17;0;20,7;
2023-04-18;,2;22;
2023-04-19;0;24,5;
2023-04-20;0;21,8;
2023-04-21;0;17,8;
2023-04-22;,4;17,4;
2023-04-23;4,6;18,2;
2023-04-24;,2;18;
2023-04-25;0;18,8;
2023-04-26;1,8;20,2;
2023-04-27;0;21,1;
2023-04-28;0;20,9;
2023-04-29;7,8;19,9;
2023-04-30;4,2;19,6;
2023-05-01;1;18,9;
2023-05-02;,2;17,7;
2023-05-03;9,2;18,6;
2023-05-04;,4;19,3;
2023-05-05;0;19,7;
2023-05-06;,2;19,5;
2023-05-07;0;19;
2023-05-08;0;19,1;
2023-05-09;12,4;20,1;
2023-05-10;0;19,7;
2023-05-11;0;20,2;
2023-05-12;10,4;17,9;
2023-05-13;1;17,4;
2023-05-14;5,2;18,1;
2023-05-15;0;19,8;
2023-05-16;,2;19;
2023-05-17;,2;15,4;
2023-05-18;,2;16;
2023-05-19;,2;15;
2023-05-20;0;15,5;
2023-05-21;0;15,9;
2023-05-22;,2;15,5;
2023-05-23;,2;17,6;
2023-05-24;1,4;17,7;
2023-05-25;,8;16,7;
2023-05-26;,2;16,1;
2023-05-27;,2;16,1;
2023-05-28;,2;16,7;
2023-05-29;0;15,7;
2023-05-30;,8;16,5;
2023-05-31;,2;16,2;
2023-06-01;0;19;
2023-06-02;2,8;17,5;
2023-06-03;,4;16,5;
2023-06-04;0;15,2;
2023-06-05;,2;14,8;
2023-06-06;,2;15,1;
2023-06-07;0;15,1;
2023-06-08;,2;14;
2023-06-09;,2;15,1;
2023-06-10;,2;16,9;
2023-06-11;,2;17,9;
2023-06-12;0;18,8;
2023-06-13;,2;18,4;
2023-06-14;,2;17,1;
2023-06-15;0;17,1;
2023-06-16;,2;17,8;
2023-06-17;,2;18,1;
2023-06-18;8,2;16,6;
2023-06-19;,4;16;
2023-06-20;0;14,7;
2023-06-21;,2;13,7;
2023-06-22;,2;14;
2023-06-23;,2;14,4;
2023-06-24;0;16;
2023-06-25;,2;16,5;
2023-06-26;0;15,8;
2023-06-27;,2;17,3;
2023-06-28;,2;15,8;
2023-06-29;,2;15,8;
2023-06-30;0;17,2;
2023-07-01;5,4;16,9;
2023-07-02;,4;16,3;
2023-07-03;,2;14,8;
2023-07-04;,4;12,2;
2023-07-05;0;14,8;
2023-07-06;0;13,8;
2023-07-07;,2;13,8;
2023-07-08;,2;14,8;
2023-07-09;0;17,2;
2023-07-10;0;18,9;
2023-07-11;,2;18,6;
2023-07-12;0;19,3;
2023-07-13;,2;19,1;
2023-07-14;0;16,8;
2023-07-15;,4;14,6;
2023-07-16;0;15,7;
2023-07-17;,2;18,2;
2023-07-18;,2;19,1;
2023-07-19;0;19;
2023-07-20;14;17,1;
2023-07-21;4,4;15,4;
2023-07-22;7,2;14,9;
2023-07-23;,4;16,5;
2023-07-24;,6;17,9;
2023-07-25;,4;16;
2023-07-26;3,2;18,2;
2023-07-27;,2;18,4;
2023-07-28;0;17,9;
2023-07-29;,2;16,3;
2023-07-30;2,6;15,1;
2023-07-31;0;17,4;
2023-08-01;,2;15,9;
2023-08-02;0;17,5;
2023-08-03;,2;16,8;
2023-08-04;,2;16;
2023-08-05;,2;17,2;
2023-08-06;0;16,5;
2023-08-07;,2;17;
2023-08-08;,2;17,3;
2023-08-09;3,4;17,9;
2023-08-10;4,6;18,7;
2023-08-11;,2;18;
2023-08-12;,2;17,9;
2023-08-13;0;18,2;
2023-08-14;,6;19,1;
2023-08-15;,2;19,3;
2023-08-16;,8;17,4;
2023-08-17;,8;16,9;
2023-08-18;,4;16,5;
2023-08-19;0;19,8;
2023-08-20;0;20,5;
2023-08-21;12,4;18,3;
2023-08-22;,2;19,4;
2023-08-23;,2;20,1;
2023-08-24;,2;21,3;
2023-08-25;0;21,7;
2023-08-26;2,2;19;
2023-08-27;17;14,9;
2023-08-28;37,4;15,2;
2023-08-29;,6;18,4;
2023-08-30;,8;20,5;
2023-08-31;,4;20,3;
2023-09-01;0;19,5;
2023-09-02;,2;18,8;
2023-09-03;0;19,5;
2023-09-04;0;19,4;
2023-09-05;0;21,3;
2023-09-06;3,2;18,3;
2023-09-07;2;18;
2023-09-08;,2;17,3;
2023-09-09;,2;18,4;
2023-09-10;,2;18,3;
2023-09-11;0;18,8;
2023-09-12;,2;19,6;
2023-09-13;0;19,8;
2023-09-14;0;21,7;
2023-09-15;7,2;17,5;
2023-09-16;4,8;19,4;
2023-09-17;,4;20,6;
2023-09-18;,2;19,4;
2023-09-19;,2;19,6;
2023-09-20;0;19,9;
2023-09-21;,2;20;
2023-09-22;0;20,6;
2023-09-23;0;21,1;
2023-09-24;0;22,2;
2023-09-25;0;24,1;
2023-09-26;,2;22,7;
2023-09-27;0;25,8;
2023-09-28;1,6;20,6;
2023-09-29;1,4;16,1;
2023-09-30;1,2;18,1;
2023-10-01;0;19,4;
2023-10-02;2;21,4;
2023-10-03;0;21,6;
2023-10-04;1,4;24,2;
2023-10-05;0;24,6;
2023-10-06;,4;24,7;
2023-10-07;0;23,3;
2023-10-08;0;21,8;
2023-10-09;0;23,5;
2023-10-10;1,6;null;
2023-10-11;null;21,9;
2023-10-12;,6;21,7;
2023-10-13;0;22,8;
2023-10-14;3,8;19,7;
2023-10-15;4,2;19,5;
2023-10-16;5,8;23,3;
2023-10-17;,2;23,1;
2023-10-18;3;22,4;
2023-10-19;5,4;18,8;
2023-10-20;1,2;17,6;
2023-10-21;1;17,9;
2023-10-22;3,2;18,9;
2023-10-23;1,4;20,6;
2023-10-24;,2;null;
2023-10-25;0;22,1;
2023-10-26;17;23,2;
2023-10-27;21,8;22;
2023-10-28;3,8;24;
2023-10-29;0;24,9;
2023-10-30;null;25;
2023-10-31;14,2;25;
2023-11-01;30,4;22,9;
2023-11-02;null;null;
2023-11-03;1,2;22,2;
2023-11-04;null;24;
2023-11-05;1,2;19,4;
2023-11-06;0;18,8;
2023-11-07;0;17,8;
2023-11-08;0;19,9;
2023-11-09;0;20,2;
2023-11-10;,2;22,5;
2023-11-11;0;24,5;
2023-11-12;null;25,7;
2023-11-13;0;27,2;
2023-11-14;0;26,5;
2023-11-15;0;25,3;
2023-11-16;0;24;
2023-11-17;0;24,3;
2023-11-18;15,4;26,8;
2023-11-19;0;24,2;
2023-11-20;3,2;22,3;
2023-11-21;31,2;22,4;
2023-11-22;3,2;23,6;
2023-11-23;0;23,7;
2023-11-24;null;null;
2023-11-25;null;18,6;
2023-11-26;,8;18,3;
2023-11-27;0;21,8;
2023-11-28;0;null;
2023-11-29;null;null;
2023-11-30;null;23,7;
2023-12-01;22,8;22,7;
2023-12-02;3,6;22,1;
2023-12-03;,2;24;
2023-12-04;0;25,7;
2023-12-05;0;23,7;
2023-12-06;46,4;24,5;
2023-12-07;0;24,1;
2023-12-08;0;24,8;
2023-12-09;5,2;21,7;
2023-12-10;null;19,6;
2023-12-11;,2;21,6;
2023-12-12;0;21,8;
2023-12-13;12,4;20,9;
2023-12-14;,2;23,2;
2023-12-15;0;23,3;
2023-12-16;0;23,9;
2023-12-17;0;22,9;
2023-12-18;0;22,1;
2023-12-19;2;21,4;
2023-12-20;22;20,1;
2023-12-21;2,2;22,8;
2023-12-22;12;23;
2023-12-23;22,6;23,2;
2023-12-24;,8;24,1;
2023-12-25;,2;25,9;
2023-12-26;8,4;24,4;
2023-12-27;16;19,6;
2023-12-28;4,2;20,9;
2023-12-29;0;23;
2023-12-30;0;23,5;
2023-12-31;30,6;19,6;
2024-01-01;2;18,6;
2024-01-02;5,8;20,5;
2024-01-03;44,8;21,5;
2024-01-04;16;21,9;
2024-01-05;33;22,5;
2024-01-06;,6;22,7;
2024-01-07;12;22,9;
2024-01-08;,2;23,6;
2024-01-09;0;22,5;
2024-01-10;7,2;23,4;
2024-01-11;0;22,7;
2024-01-12;0;null;
2024-01-13;null;null;
2024-01-14;0;24,1;
2024-01-15;0;24,1;
2024-01-16;0;24,7;
2024-01-17;null;24,4;
2024-01-18;0;23,5;
2024-01-19;0;23,6;
2024-01-20;0;24,6;
2024-01-21;34,8;23,1;
2024-01-22;17,4;23,1;
2024-01-23;1,4;21,7;
2024-01-24;28,8;20,9;
2024-01-25;4,6;23;
2024-01-26;13,8;23;
2024-01-27;2,4;22,8;
2024-01-28;3,6;22,6;
2024-01-29;54,6;23,6;
2024-01-30;,2;23,6;
2024-01-31;21;22,4;
2024-02-01;8,4;23,7;
2024-02-02;39,6;22,6;
2024-02-03;1,4;22,5;
2024-02-04;25,4;22,7;
2024-02-05;,8;23;
2024-02-06;,2;22,2;
2024-02-07;,2;21,7;
2024-02-08;14,8;22,7;
2024-02-09;null;21,9;
2024-02-10;,2;20,8;
2024-02-11;17,2;23,3;
2024-02-12;0;23,3;
2024-02-13;null;23,9;
2024-02-14;,2;23,3;
2024-02-15;35,8;21,8;
2024-02-16;null;null;
2024-02-17;,4;23,9;
2024-02-18;2,4;22,8;
2024-02-19;9,8;23;
2024-02-20;2;22,9;
2024-02-21;41;21,8;
2024-02-22;25,6;22,8;
2024-02-23;null;24;
2024-02-24;2,8;24,8;
2024-02-25;,2;23,5;
2024-02-26;0;22,6;
2024-02-27;,2;22,4;
2024-02-28;0;23,3;
2024-02-29;12,4;23,5;
2024-03-01;,8;24,9;
2024-03-02;4;21,5;
2024-03-03;,2;21,8;
2024-03-04;0;23,2;
2024-03-05;0;24,5;
2024-03-06;0;24,3;
2024-03-07;15,6;24,2;
2024-03-08;0;23,6;
2024-03-09;45;24;
2024-03-10;,2;23,9;
2024-03-11;2,4;24;
2024-03-12;,8;23;
2024-03-13;0;23,8;
2024-03-14;0;24,4;
2024-03-15;0;24,4;
2024-03-16;,2;24,2;
2024-03-17;0;24,9;
2024-03-18;0;26,1;
2024-03-19;0;25;
2024-03-20;0;24,3;
2024-03-21;0;24;
2024-03-22;0;23,8;
2024-03-23;31,4;21,1;
2024-03-24;6,4;22;
2024-03-25;12,2;22,8;
2024-03-26;0;22,4;
2024-03-27;0;21,7;
2024-03-28;1;22,1;
2024-03-29;0;23,4;
2024-03-30;,2;23,6;
2024-03-31;47,4;22,6;
2024-04-01;0;22,4;
2024-04-02;0;23;
2024-04-03;0;22,7;
2024-04-04;0;23,3;
2024-04-05;0;23,5;
2024-04-06;0;22,4;
2024-04-07;0;20,7;
2024-04-08;,2;21,3;
2024-04-09;0;21,7;
2024-04-10;,2;22,9;
2024-04-11;,8;23,2;
2024-04-12;,2;21,4;
2024-04-13;9,6;20,2;
2024-04-14;6,4;19,5;
2024-04-15;,8;21,5;
2024-04-16;0;21,2;
2024-04-17;0;20,5;
2024-04-18;,2;20,7;
2024-04-19;16,4;17,9;
2024-04-20;,6;18,9;
2024-04-21;0;19,6;
2024-04-22;0;20,9;
2024-04-23;,2;21,5;
2024-04-24;0;21,8;
2024-04-25;,8;22,1;
2024-04-26;0;21,3;
2024-04-27;0;20,6;
2024-04-28;,2;21,3;
2024-04-29;0;21,8;
2024-04-30;,2;21,2;
2024-05-01;,2;21,4;
2024-05-02;0;20,8;
2024-05-03;,2;20,5;
2024-05-04;,2;20,9;
2024-05-05;,2;20,2;
2024-05-06;0;20,5;
2024-05-07;,2;19;
2024-05-08;,2;20,3;
2024-05-09;0;21,8;
2024-05-10;0;22,1;
2024-05-11;31,2;22,6;
2024-05-12;0;22,3;
2024-05-13;,2;22,2;
2024-05-14;0;21,2;
2024-05-15;0;22,2;
2024-05-16;,2;21,5;
2024-05-17;,2;20,8;
2024-05-18;,2;20,7;
2024-05-19;,2;19,6;
2024-05-20;0;19,3;
2024-05-21;0;18,7;
2024-05-22;0;19,4;
2024-05-23;,2;18,8;
2024-05-24;,2;18,8;
2024-05-25;,2;19,7;
2024-05-26;,4;18,8;
2024-05-27;4,6;19,1;
2024-05-28;,6;20,2;
2024-05-29;,2;19,9;
2024-05-30;2,4;16,8;
2024-05-31;0;16,6;
2024-06-01;,4;15,6;
2024-06-02;1,8;16,8;
2024-06-03;0;17,6;
2024-06-04;,2;17,7;
2024-06-05;0;18;
2024-06-06;,2;19,1;
2024-06-07;5,4;19,1;
2024-06-08;,2;18,5;
2024-06-09;0;17,3;
2024-06-10;,2;17,4;
2024-06-11;,2;17,1;
2024-06-12;,2;16,4;
2024-06-13;,2;16,6;
2024-06-14;0;17,9;
2024-06-15;,2;16,4;
2024-06-16;0;18,4;
2024-06-17;,2;17,6;
2024-06-18;,2;17,4;
2024-06-19;0;17,8;
2024-06-20;0;18,7;
2024-06-21;,2;17,4;
2024-06-22;,2;17,2;
2024-06-23;0;18,8;
2024-06-24;0;19,1;
2024-06-25;,2;19,3;
2024-06-26;0;19,3;
2024-06-27;,2;19,6;
2024-06-28;0;20;
2024-06-29;0;18,8;
2024-06-30;,2;17,3;
2024-07-01;,2;17,2;
2024-07-02;0;18,1;
2024-07-03;0;17,1;
2024-07-04;,2;17,5;
2024-07-05;0;17;
2024-07-06;,2;16,7;
2024-07-07;0;17,9;
2024-07-08;,2;18,6;
2024-07-09;0;19,3;
2024-07-10;,2;18,3;
2024-07-11;0;18,7;
2024-07-12;,2;19,3;
2024-07-13;0;18,9;
2024-07-14;0;17,5;
2024-07-15;,2;17,3;
2024-07-16;0;18,7;
2024-07-17;0;17,4;
2024-07-18;0;17,1;
2024-07-19;0;16,8;
2024-07-20;0;17,7;
2024-07-21;0;18,3;
2024-07-22;0;17,7;
2024-07-23;0;16;
2024-07-24;0;17,2;
2024-07-25;0;15,8;
2024-07-26;,2;15,9;
2024-07-27;0;17,1;
2024-07-28;,2;18,2;
2024-07-29;0;18,7;
2024-07-30;0;17,3;
2024-07-31;1,8;17;
2024-08-01;2,8;17,1;
2024-08-02;,2;16,1;
2024-08-03;2,2;16,9;
2024-08-04;19;18,7;
2024-08-05;4;19,1;
2024-08-06;,2;18,1;
2024-08-07;,2;17,9;
2024-08-08;0;19,4;
2024-08-09;0;19,9;
2024-08-10;0;17,6;
2024-08-11;6;14,3;
2024-08-12;0;18,8;
2024-08-13;0;14,6;
2024-08-14;0;16,1;
2024-08-15;0;16,6;
2024-08-16;,2;18,1;
2024-08-17;0;19;
2024-08-18;,2;18,8;
2024-08-19;0;17,6;
2024-08-20;0;18,8;
2024-08-21;0;17,8;
2024-08-22;,2;17,7;
2024-08-23;,2;18,8;
2024-08-24;0;19,6;
2024-08-25;0;19,2;
2024-08-26;,8;14,6;
2024-08-27;4;13,1;
2024-08-28;0;16,7;
2024-08-29;0;17,3;
2024-08-30;0;17,2;
2024-08-31;,2;18,2;
2024-09-01;0;18,3;
2024-09-02;0;20,6;
2024-09-03;0;20,8;
2024-09-04;0;21;
2024-09-05;0;21,2;
2024-09-06;0;18,5;
2024-09-07;,2;19,7;
2024-09-08;0;19,8;
2024-09-09;,2;19,9;
2024-09-10;0;19;
2024-09-11;,2;19,3;
2024-09-12;0;21,7;
2024-09-13;0;20,8;
2024-09-14;0;20,8;
2024-09-15;0;20,3;
2024-09-16;0;21,5;
2024-09-17;0;17,8;
2024-09-18;,8;18,3;
2024-09-19;null;19,2;
2024-09-20;0;19,9;
2024-09-21;0;21,1;
2024-09-22;0;21,6;
2024-09-23;0;21,6;
2024-09-24;0;21,9;
2024-09-25;0;22,7;
2024-09-26;0;22,3;
2024-09-27;0;null;
2024-09-28;null;19,6;
2024-09-29;1,8;19,5;
2024-09-30;0;18,6;
2024-10-01;6;20,6;
2024-10-02;,2;20,6;
2024-10-03;0;21,8;
2024-10-04;,2;21,3;
2024-10-05;3;17,5;
2024-10-06;,2;18,4;
2024-10-07;0;19,4;
2024-10-08;0;21,1;
2024-10-09;0;22,9;
2024-10-10;1,6;19,8;
2024-10-11;44,8;20,4;
2024-10-12;1;23,1;
2024-10-13;0;20,8;
2024-10-14;,6;19,4;
2024-10-15;1,8;18,8;
2024-10-16;0;20,4;
2024-10-17;0;22,6;
2024-10-18;0;23,9;
2024-10-19;,2;23,8;
2024-10-20;0;21,5;
2024-10-21;9,8;21,3;
2024-10-22;0;22,2;
2024-10-23;0;22,9;
2024-10-24;0;23,1;
2024-10-25;0;24,3;
2024-10-26;0;25;
2024-10-27;35,4;19,8;
2024-10-28;1,4;17,1;
2024-10-29;null;18,2;
2024-10-30;13,2;18,7;
2024-10-31;2;19,1;
2024-11-01;,2;null;
2024-11-02;null;20,7;
2024-11-03;30,2;21,2;
2024-11-04;1,2;21;
2024-11-05;1,2;20;
2024-11-06;4,2;22,2;
2024-11-07;null;null;
2024-11-08;0;22,1;
2024-11-09;0;22,6;
2024-11-10;10,6;19;
2024-11-11;,2;20,5;
2024-11-12;null;23,4;
2024-11-13;0;22,2;
2024-11-14;28,8;18,9;
2024-11-15;2;21,6;
2024-11-16;0;20,9;
2024-11-17;,2;20,7;
2024-11-18;0;21,5;
2024-11-19;0;22,2;
2024-11-20;9,8;23,3;
2024-11-21;0;21,7;
2024-11-22;84,2;20,5;
2024-11-23;9,8;17,9;
2024-11-24;10,8;18;
2024-11-25;,2;19;
2024-11-26;0;20,1;
2024-11-27;0;21,7;
2024-11-28;0;23,6;
2024-11-29;0;24,6;
2024-11-30;0;24;
2024-12-01;27,6;null;
2024-12-02;11;24,7;
2024-12-03;0;25,4;
2024-12-04;16,2;24,1;
2024-12-05;0;25;
2024-12-06;,2;22;
2024-12-07;,2;23,1;
2024-12-08;0;24,7;
2024-12-09;0;25,3;
2024-12-10;0;23,8;
2024-12-11;19,2;20,2;
2024-12-12;null;null;
2024-12-13;8,4;21;
2024-12-14;2;22,6;
2024-12-15;10,6;22,2;
2024-12-16;0;23,6;
2024-12-17;3,4;22,9;
2024-12-18;41,6;21,3;
2024-12-19;1,6;22;
2024-12-20;2;22,8;
2024-12-21;0;23,1;
2024-12-22;0;23,6;
