Nome: BAMBUI
Codigo Estacao: A565
Latitude: -20.0311111
Longitude: -46.00888888
Altitude: 697
Situacao: Operante
Data Inicial: 2016-11-22
Data Final: 2025-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);
2019-07-23;0;15,5;
2019-07-24;0;16,7;
2019-07-25;0;17,1;
2019-07-26;0;16,7;
2019-07-27;0;15,6;
2019-07-28;0;15,6;
2019-07-29;0;16,6;
2019-07-30;0;17;
2019-07-31;0;19;
2019-08-01;0;18;
2019-08-02;0;18,9;
2019-08-03;0;19,6;
2019-08-04;0;17,2;
2019-08-05;4,8;17,1;
2019-08-06;,2;18;
2019-08-07;0;19,2;
2019-08-08;0;19,3;
2019-08-09;0;19,3;
2019-08-10;0;19,5;
2019-08-11;0;20,4;
2019-08-12;null;null;
2019-08-13;0;18,9;
2019-08-14;0;18,6;
2019-08-15;0;18,6;
2019-08-16;0;16,4;
2019-08-17;0;16,3;
2019-08-18;0;17,7;
2019-08-19;0;19,8;
2019-08-20;0;19,6;
2019-08-21;0;20;
2019-08-22;0;19,8;
2019-08-23;0;19,5;
2019-08-24;0;17,1;
2019-08-25;0;17,4;
2019-08-26;0;18;
2019-08-27;0;18,6;
2019-08-28;0;18,3;
2019-08-29;0;18,4;
2019-08-30;0;19;
2019-08-31;0;20,6;
2019-09-01;0;22,5;
2019-09-02;0;22,7;
2019-09-03;0;23,5;
2019-09-04;0;24,2;
2019-09-05;0;23,6;
2019-09-06;0;23,2;
2019-09-07;0;22,9;
2019-09-08;0;21,9;
2019-09-09;0;21,9;
2019-09-10;0;21,8;
2019-09-11;0;22,8;
2019-09-12;0;23,2;
2019-09-13;0;23,8;
2019-09-14;0;23,5;
2019-09-15;0;22,4;
2019-09-16;0;22,3;
2019-09-17;0;22,3;
2019-09-18;0;24;
2019-09-19;0;24,8;
2019-09-20;0;24,1;
2019-09-21;0;23,7;
2019-09-22;0;25,7;
2019-09-23;1,4;22,5;
2019-09-24;0;21,5;
2019-09-25;0;18,6;
2019-09-26;43,8;17,5;
2019-09-27;14,6;20,3;
2019-09-28;0;21,5;
2019-09-29;0;22,6;
2019-09-30;0;22;
2019-10-01;0;22,4;
2019-10-02;0;23;
2019-10-03;0;23;
2019-10-04;0;22;
2019-10-05;0;22,2;
2019-10-06;0;23,8;
2019-10-07;0;24,5;
2019-10-08;1,4;21,9;
2019-10-09;,8;23,7;
2019-10-10;3,8;21,1;
2019-10-11;15,8;22;
2019-10-12;0;23,5;
2019-10-13;0;23,4;
2019-10-14;0;23,5;
2019-10-15;0;23,3;
2019-10-16;0;24,1;
2019-10-17;0;23,8;
2019-10-18;0;23,4;
2019-10-19;0;24,4;
2019-10-20;0;25,1;
2019-10-21;2,4;22,6;
2019-10-22;10,8;22,9;
2019-10-23;0;23;
2019-10-24;0;24,2;
2019-10-25;0;25,6;
2019-10-26;0;24,2;
2019-10-27;,8;23,9;
2019-10-28;0;22,9;
2019-10-29;0;21,1;
2019-10-30;2,6;23,3;
2019-10-31;0;23,4;
2019-11-01;1;22,9;
2019-11-02;4,8;23,6;
2019-11-03;0;24,3;
2019-11-04;0;26,3;
2019-11-05;0;26,9;
2019-11-06;0;27,5;
2019-11-07;48;24,5;
2019-11-08;,2;22,6;
2019-11-09;6,2;23,2;
2019-11-10;,8;25,4;
2019-11-11;,2;25,7;
2019-11-12;1,2;24,3;
2019-11-13;0;24,3;
2019-11-14;0;23,2;
2019-11-15;7,8;21,6;
2019-11-16;72,8;23,6;
2019-11-17;,4;23,2;
2019-11-18;0;23;
2019-11-19;,8;23,7;
2019-11-20;0;22,8;
2019-11-21;0;23,2;
2019-11-22;4,4;23,2;
2019-11-23;,6;22,1;
2019-11-24;37,4;22,2;
2019-11-25;,4;23,2;
2019-11-26;0;24,1;
2019-11-27;0;24,3;
2019-11-28;0;22,6;
2019-11-29;26,6;22,5;
2019-11-30;8,6;22,1;
2019-12-01;5,4;24,6;
2019-12-02;16,6;23,6;
2019-12-03;4;23;
2019-12-04;7;23,5;
2019-12-05;5,8;23,5;
2019-12-06;3,6;23,6;
2019-12-07;11,6;24,8;
2019-12-08;,2;23,9;
2019-12-09;0;22,3;
2019-12-10;15,4;22,3;
2019-12-11;18,4;21,8;
2019-12-12;62,8;22,4;
2019-12-13;,2;22,9;
2019-12-14;10,2;24,8;
2019-12-15;0;24,2;
2019-12-16;0;23,5;
2019-12-17;0;24,2;
2019-12-18;0;23,4;
2019-12-19;8,4;22,2;
2019-12-20;,2;21,6;
2019-12-21;2,4;22,4;
2019-12-22;0;23;
2019-12-23;3,4;22;
2019-12-24;44,2;21,5;
2019-12-25;,4;22,5;
2019-12-26;,2;24,9;
2019-12-27;0;24,9;
2019-12-28;0;24,6;
2019-12-29;0;24,6;
2019-12-30;0;23,9;
2019-12-31;0;23,9;
2020-01-01;0;23,8;
2020-01-02;38;22,5;
2020-01-03;4,8;23;
2020-01-04;27,6;22,7;
2020-01-05;14,4;23,9;
2020-01-06;,2;24,3;
2020-01-07;1,6;24,8;
2020-01-08;10,2;22,8;
2020-01-09;12,6;23,8;
2020-01-10;,2;25,4;
2020-01-11;0;24,4;
2020-01-12;1,2;26,6;
2020-01-13;1,6;25,7;
2020-01-14;,2;25,4;
2020-01-15;0;24,6;
2020-01-16;,2;25,7;
2020-01-17;32,8;24,2;
2020-01-18;1;24,3;
2020-01-19;6,8;24,3;
2020-01-20;1,2;22,7;
2020-01-21;24,2;24;
2020-01-22;1,2;22,6;
2020-01-23;22;22;
2020-01-24;81,4;22,5;
2020-01-25;23,4;22,8;
2020-01-26;,6;23,8;
2020-01-27;0;24,3;
2020-01-28;,8;24;
2020-01-29;10,4;24,6;
2020-01-30;0;25,4;
2020-01-31;,2;24,5;
2020-02-01;0;24,6;
2020-02-02;1,4;24,9;
2020-02-03;1,6;24,1;
2020-02-04;30,4;24,3;
2020-02-05;,8;22,8;
2020-02-06;15,4;22,1;
2020-02-07;28,6;21,4;
2020-02-08;8;22;
2020-02-09;3;22,9;
2020-02-10;,8;22,9;
2020-02-11;5;22,6;
2020-02-12;10,4;23,3;
2020-02-13;11,8;22;
2020-02-14;44,4;23,1;
2020-02-15;0;23,4;
2020-02-16;,4;23,7;
2020-02-17;1,8;22,9;
2020-02-18;12,8;23,7;
2020-02-19;,2;24;
2020-02-20;0;24,9;
2020-02-21;0;23,1;
2020-02-22;33;22,6;
2020-02-23;51,6;22,1;
2020-02-24;1,8;22,1;
2020-02-25;17,8;23,5;
2020-02-26;18;23,5;
2020-02-27;3;23,2;
2020-02-28;11;22,7;
2020-02-29;139,8;22,1;
2020-03-01;19,6;22,7;
2020-03-02;13,2;20;
2020-03-03;,4;21,3;
2020-03-04;,2;22,4;
2020-03-05;18,4;22,9;
2020-03-06;,2;21,5;
2020-03-07;,2;22,6;
2020-03-08;0;22,9;
2020-03-09;0;23,1;
2020-03-10;0;23,2;
2020-03-11;0;23,9;
2020-03-12;0;23,6;
2020-03-13;0;23,3;
2020-03-14;0;24,2;
2020-03-15;0;23,6;
2020-03-16;0;23,8;
2020-03-17;0;22,9;
2020-03-18;1;24,3;
2020-03-19;0;24,4;
2020-03-20;,4;24;
2020-03-21;,8;23,8;
2020-03-22;2,6;22,7;
2020-03-23;0;22,5;
2020-03-24;0;21;
2020-03-25;0;20,9;
2020-03-26;0;21,1;
2020-03-27;0;21;
2020-03-28;6,4;21,8;
2020-03-29;1,8;22,8;
2020-03-30;0;24;
2020-03-31;null;23,3;
2020-04-01;,8;24,2;
2020-04-02;,2;23,9;
2020-04-03;2;24,9;
2020-04-04;,2;24,2;
2020-04-05;0;24;
2020-04-06;0;23,1;
2020-04-07;15,6;22,4;
2020-04-08;9,2;22,9;
2020-04-09;22,6;22,8;
2020-04-10;,2;21,7;
2020-04-11;9,6;21,5;
2020-04-12;4,8;21,3;
2020-04-13;0;21,4;
2020-04-14;0;20,8;
2020-04-15;7,4;20,6;
2020-04-16;0;22;
2020-04-17;5,6;22,2;
2020-04-18;0;22,2;
2020-04-19;0;20,5;
2020-04-20;0;20,6;
2020-04-21;0;19,9;
2020-04-22;0;20,1;
2020-04-23;8,8;20,7;
2020-04-24;0;21,8;
2020-04-25;0;20,7;
2020-04-26;0;20,7;
2020-04-27;0;19,8;
2020-04-28;0;17,3;
2020-04-29;0;17;
2020-04-30;0;18,4;
2020-05-01;0;18,4;
2020-05-02;,2;18,8;
2020-05-03;0;19,4;
2020-05-04;0;19,3;
2020-05-05;0;19,8;
2020-05-06;0;20,2;
2020-05-07;0;20,5;
2020-05-08;0;18,9;
2020-05-09;0;17;
2020-05-10;0;15,8;
2020-05-11;0;15,3;
2020-05-12;0;15,8;
2020-05-13;0;17,7;
2020-05-14;,8;18,4;
2020-05-15;,8;20,5;
2020-05-16;,2;20;
2020-05-17;1;17,4;
2020-05-18;,6;17,2;
2020-05-19;0;17,9;
2020-05-20;0;16,9;
2020-05-21;0;17,2;
2020-05-22;,2;18,4;
2020-05-23;5,4;17,3;
2020-05-24;9,2;17,7;
2020-05-25;24;17,8;
2020-05-26;,2;13,6;
2020-05-27;0;13,5;
2020-05-28;,2;13,2;
2020-05-29;0;13,1;
2020-05-30;0;13,6;
2020-05-31;0;14,1;
2020-06-01;0;14,7;
2020-06-02;0;16;
2020-06-03;0;18,3;
2020-06-04;0;19,5;
2020-06-05;0;18,7;
2020-06-06;0;17,8;
2020-06-07;0;18,6;
2020-06-08;0;19,9;
2020-06-09;0;20;
2020-06-10;0;19,2;
2020-06-11;0;19,1;
2020-06-12;0;18,8;
2020-06-13;0;18,4;
2020-06-14;0;18,3;
2020-06-15;0;17,9;
2020-06-16;0;18;
2020-06-17;0;17,5;
2020-06-18;0;18,3;
2020-06-19;0;16,4;
2020-06-20;0;17,5;
2020-06-21;,2;17,8;
2020-06-22;0;16,3;
2020-06-23;,2;15,3;
2020-06-24;0;15,8;
2020-06-25;0;17,1;
2020-06-26;0;18;
2020-06-27;0;17,1;
2020-06-28;0;16;
2020-06-29;0;16,1;
2020-06-30;0;16,6;
2020-07-01;0;17,5;
2020-07-02;0;18,3;
2020-07-03;0;17,3;
2020-07-04;0;16,2;
2020-07-05;0;17,5;
2020-07-06;0;17,3;
2020-07-07;0;16,5;
2020-07-08;0;18,5;
2020-07-09;0;17,7;
2020-07-10;0;18,7;
2020-07-11;0;17,7;
2020-07-12;0;17,3;
2020-07-13;0;18;
2020-07-14;0;19;
2020-07-15;0;19,1;
2020-07-16;0;18,2;
2020-07-17;0;18,9;
2020-07-18;0;17,1;
2020-07-19;0;16,2;
2020-07-20;0;16,1;
2020-07-21;0;19,1;
2020-07-22;0;17,1;
2020-07-23;0;16,6;
2020-07-24;0;15,7;
2020-07-25;0;18,1;
2020-07-26;0;17,3;
2020-07-27;0;18,4;
2020-07-28;0;19,2;
2020-07-29;0;19,2;
2020-07-30;0;18,6;
2020-07-31;0;19,4;
2020-08-01;0;17,7;
2020-08-02;0;15,8;
2020-08-03;0;14,6;
2020-08-04;0;14,5;
2020-08-05;0;14,8;
2020-08-06;0;14,6;
2020-08-07;0;14,9;
2020-08-08;0;16,5;
2020-08-09;0;18,2;
2020-08-10;0;17,3;
2020-08-11;0;17;
2020-08-12;0;17,2;
2020-08-13;0;19;
2020-08-14;0;19,4;
2020-08-15;0;20,1;
2020-08-16;0;20,8;
2020-08-17;0;20,4;
2020-08-18;0;21,1;
2020-08-19;0;22,9;
2020-08-20;0;22,5;
2020-08-21;0;18,2;
2020-08-22;8,8;14,4;
2020-08-23;0;16,2;
2020-08-24;0;16,4;
2020-08-25;0;15,1;
2020-08-26;0;14,5;
2020-08-27;0;16,6;
2020-08-28;0;17,8;
2020-08-29;0;18,7;
2020-08-30;0;19,5;
2020-08-31;0;20,6;
2020-09-01;0;21,1;
2020-09-02;0;20,6;
2020-09-03;0;18,7;
2020-09-04;0;19,9;
2020-09-05;0;19,6;
2020-09-06;0;19,2;
2020-09-07;0;19,7;
2020-09-08;0;20,8;
2020-09-09;0;21,4;
2020-09-10;0;21,3;
2020-09-11;0;21,3;
2020-09-12;0;21,4;
2020-09-13;0;20,3;
2020-09-14;0;20;
2020-09-15;0;21,2;
2020-09-16;0;22,1;
2020-09-17;0;22,6;
2020-09-18;0;23,2;
2020-09-19;0;24,5;
2020-09-20;0;23,7;
2020-09-21;0;19,8;
2020-09-22;10,2;18,6;
2020-09-23;2,8;19,1;
2020-09-24;0;21;
2020-09-25;0;21,3;
2020-09-26;0;22,2;
2020-09-27;0;23,2;
2020-09-28;0;24,4;
2020-09-29;0;26,1;
2020-09-30;0;26,2;
2020-10-01;0;25,6;
2020-10-02;0;25;
2020-10-03;0;25,5;
2020-10-04;0;25,6;
2020-10-05;0;25,2;
2020-10-06;0;26,1;
2020-10-07;0;27,4;
2020-10-08;0;28,6;
2020-10-09;0;27,5;
2020-10-10;0;25,4;
2020-10-11;,6;23,1;
2020-10-12;0;23,8;
2020-10-13;0;24,9;
2020-10-14;0;23,1;
2020-10-15;33,8;23,2;
2020-10-16;,2;22,7;
2020-10-17;19,2;22,4;
2020-10-18;0;22,5;
2020-10-19;0;19,7;
2020-10-20;3,4;19,1;
2020-10-21;43,2;21,2;
2020-10-22;4,2;22,5;
2020-10-23;1,2;22,3;
2020-10-24;,2;19,8;
2020-10-25;22;21,8;
2020-10-26;18,2;22,1;
2020-10-27;0;25,3;
2020-10-28;0;25,2;
2020-10-29;0;23,8;
2020-10-30;15,8;22,5;
2020-10-31;72,4;21,2;
2020-11-01;0;22,5;
2020-11-02;1;20,4;
2020-11-03;0;19,7;
2020-11-04;16,4;20,8;
2020-11-05;0;21,3;
2020-11-06;0;22,9;
2020-11-07;0;23,8;
2020-11-08;0;24,7;
2020-11-09;,4;24,6;
2020-11-10;1,6;22,6;
2020-11-11;,4;23,3;
2020-11-12;1,4;22,4;
2020-11-13;46,8;21,7;
2020-11-14;,4;21;
2020-11-15;1;23,3;
2020-11-16;0;22,6;
2020-11-17;1,2;23,7;
2020-11-18;16,2;23,1;
2020-11-19;5,2;22,6;
2020-11-20;,2;24,2;
2020-11-21;0;22,6;
2020-11-22;0;23,4;
2020-11-23;16,6;22,6;
2020-11-24;4,6;22,9;
2020-11-25;0;21,8;
2020-11-26;1,4;23,6;
2020-11-27;0;23,4;
2020-11-28;0;23,8;
2020-11-29;0;23;
2020-11-30;0;23,6;
2020-12-01;4;25,1;
2020-12-02;null;21,7;
2020-12-03;5;22,7;
2020-12-04;1,2;24,2;
2020-12-05;0;24,7;
2020-12-06;1,6;23,3;
2020-12-07;1,2;23,6;
2020-12-08;3,8;22,5;
2020-12-09;15,2;22,2;
2020-12-10;45,6;21,2;
2020-12-11;null;null;
2020-12-12;22,4;22,4;
2020-12-13;32,8;23,4;
2020-12-14;,2;24,6;
2020-12-15;0;24,7;
2020-12-16;0;25,2;
2020-12-17;0;23,8;
2020-12-18;1,2;24,5;
2020-12-19;7,4;24,7;
2020-12-20;8,8;24,1;
2020-12-21;0;24,7;
2020-12-22;13;23,1;
2020-12-23;,4;23;
2020-12-24;,4;22,1;
2020-12-25;35;21,9;
2020-12-26;50,2;22,4;
2020-12-27;4;22,7;
2020-12-28;1;22,9;
2020-12-29;2,4;23,8;
2020-12-30;0;23,7;
2020-12-31;0;24,4;
2021-01-01;null;null;
2021-01-02;null;null;
2021-01-03;null;null;
2021-01-04;null;null;
